region,group,sens,esp,ppv,npv
wroiAD,C1,79.34272300469483,91.72021489518592,30.071174377224196,98.99943149516771
wroiAD,C2,81.77083333333334,91.50498164656528,27.935943060498218,99.2040932347925
wroiAD,C3,78.47533632286996,91.82940990182624,31.13879003558719,98.90847072200114
wroiAD,C4,80.04535147392289,91.86537244144334,31.405693950177938,98.99943149516771
wroiAD,C5,80.66666666666666,91.96324849508923,32.295373665480426,99.01080159181353
wroiAD,C6,82.6923076923077,91.79206566347469,30.604982206405694,99.18135304150086
wroiAD,C7,85.27918781725889,91.72703412073491,29.8932384341637,99.34053439454236
wroiAD,C8,81.77339901477832,91.67455061494798,29.537366548042705,99.1586128482092
wroiAD,C9,83.6734693877551,91.64479899233756,29.181494661921707,99.27231381466743
wroiAD,C10,83.85650224215246,92.08276153277737,33.27402135231316,99.18135304150086
wroiAD,C11,81.4977973568282,92.03380876914949,32.91814946619217,99.04491188175099
wroiAD,C12,84.80392156862744,91.8199978971717,30.782918149466195,99.29505400795907
wroiAD,C13,77.45664739884393,92.31914893617021,35.76512455516014,98.66969869243889
wroiAD,C14,77.23880597014924,92.4331237344133,36.83274021352313,98.61284820920979
wroiAD,C15,80.09153318077803,91.83716515503059,31.13879003558719,99.01080159181353
wroiAD,C16,85.75268817204301,91.5680318424636,28.380782918149468,99.39738487777147
wroiAD,C17,86.08695652173914,91.36202214330478,26.423487544483987,99.45423536100057
wroiAD,C18,76.3975155279503,91.99872827469267,32.829181494661924,98.70380898237634
wroiAD,C19,75.95907928388746,91.32031905961378,26.423487544483987,98.93121091529278
wroiAD,C20,81.38528138528139,92.09051496246167,33.45195729537366,99.02217168845935
wroiAD,C21,86.63239074550128,91.74186778593914,29.98220640569395,99.40875497441728
wroiAD,C22,80.73770491803278,92.25956950482451,35.05338078291815,98.93121091529278
wroiAD,C23,83.22981366459628,92.3484527342094,35.76512455516014,99.07902217168846
wroiAD,C24,79.291553133515,91.27931323283082,25.889679715302492,99.13587265491756
wroiAD,C25,84.54106280193237,91.85691741188849,31.13879003558719,99.27231381466743
wroiAD,MEAN,81.54714114341785,91.84293678994186,31.124555160142346,99.08902785673678
wroiAD,SD,3.095752667113695,0.31094168123975807,2.9482380324705244,0.2244531187727254
