region,group,sens,esp,ppv,npv
wroiAD,C1,4.225352112676056,98.96766038133362,15.517241379310345,95.83800877282465
wroiAD,C2,9.635416666666668,99.17147351861563,31.896551724137932,96.46026726512292
wroiAD,C3,6.950672645739911,99.10271297371477,26.72413793103448,95.7666020605937
wroiAD,C4,5.215419501133787,99.01878033340367,19.82758620689655,95.7359991839233
wroiAD,C5,6,99.06009082268456,23.275862068965516,95.6849943894726
wroiAD,C6,5.048076923076923,99.00031568978217,18.103448275862068,95.97062123839642
wroiAD,C7,5.32994923857868,99.00262467191601,18.103448275862068,96.1950423339794
wroiAD,C8,8.620689655172415,99.14853358561967,30.17241379310345,96.21544425175966
wroiAD,C9,7.908163265306123,99.10779888737274,26.72413793103448,96.31745384066103
wroiAD,C10,9.641255605381167,99.22938878919034,37.06896551724138,95.88901356727533
wroiAD,C11,4.6255506607929515,98.99630216587427,18.103448275862068,95.58298480057125
wroiAD,C12,9.558823529411764,99.19041110293344,33.62068965517241,96.23584616953994
wroiAD,C13,7.514450867052023,99.18085106382979,33.62068965517241,95.10353973273487
wroiAD,C14,5.597014925373134,99.08344879036555,25.862068965517242,94.83831480159135
wroiAD,C15,5.720823798627003,99.04028685931237,21.551724137931032,95.7972049372641
wroiAD,C16,6.451612903225806,99.03634649628155,20.689655172413794,96.45006630623278
wroiAD,C17,5.507246376811594,98.98683935659076,16.379310344827587,96.67448740181577
wroiAD,C18,5.797101449275362,99.06740144128868,24.137931034482758,95.35856370498827
wroiAD,C19,7.41687979539642,99.08690176322418,25,96.30725288177089
wroiAD,C20,6.493506493506493,99.09062070424024,25.862068965517242,95.59318575946139
wroiAD,C21,7.455012853470437,99.08709338929695,25,96.32765479955115
wroiAD,C22,5.532786885245901,99.05630367935532,23.275862068965516,95.29735795164746
wroiAD,C23,8.074534161490684,99.1839762611276,33.62068965517241,95.47077425277976
wroiAD,C24,8.991825613079019,99.13107202680067,28.448275862068968,96.59287973069468
wroiAD,C25,7.246376811594203,99.09521304576539,25.862068965517242,96.08283178618791
wroiAD,MEAN,6.822341709523381,99.08489791199679,25.137931034482758,95.91145567683363
wroiAD,SD,1.6211181013339693,0.07109073077479773,5.892626575541609,0.47679708163661244
