region,group,sens,esp,ppv,npv
wroiAD,C1,18.30985915492958,93.14231539028758,10.699588477366255,96.2132752992383
wroiAD,C2,27.864583333333332,93.4766649187205,14.67764060356653,96.98585418933624
wroiAD,C3,23.094170403587444,93.39174495935818,14.12894375857339,96.2676822633297
wroiAD,C4,19.727891156462583,93.22641907575438,11.934156378600823,96.14798694232863
wroiAD,C5,23.11111111111111,93.39951420424543,14.266117969821673,96.23503808487487
wroiAD,C6,19.951923076923077,93.20214669051879,11.385459533607682,96.37649619151252
wroiAD,C7,19.035532994923855,93.13385826771653,10.2880658436214,96.52883569096844
wroiAD,C8,23.39901477832512,93.33543571954168,13.031550068587105,96.61588683351468
wroiAD,C9,22.448979591836736,93.2717539624226,12.071330589849108,96.69205658324266
wroiAD,C10,22.19730941704036,93.34951968753299,13.580246913580247,96.22415669205658
wroiAD,C11,20.704845814977972,93.29107237189646,12.894375857338819,96.08269858541894
wroiAD,C12,23.774509803921568,93.35506255914204,13.305898491083676,96.61588683351468
wroiAD,C13,23.892100192678228,93.56382978723404,17.00960219478738,95.7018498367791
wroiAD,C14,20.708955223880597,93.41362037727806,15.22633744855967,95.37540805223068
wroiAD,C15,19.221967963386728,93.19763762919216,11.522633744855968,96.15886833514689
wroiAD,C16,21.774193548387096,93.21252749554833,11.11111111111111,96.8335146898803
wroiAD,C17,22.028985507246375,93.17944432838938,10.425240054869684,97.07290533188248
wroiAD,C18,20.70393374741201,93.33403984739296,13.717421124828533,95.83242655059848
wroiAD,C19,21.994884910485936,93.25146935348447,11.796982167352537,96.68117519042437
wroiAD,C20,21.21212121212121,93.32769377180924,13.443072702331962,96.0391730141458
wroiAD,C21,22.87917737789203,93.28436516264428,12.208504801097392,96.73558215451578
wroiAD,C22,19.672131147540984,93.28809246103276,13.168724279835391,95.73449401523395
wroiAD,C23,22.56728778467909,93.42941924544299,14.951989026063101,95.930359085963
wroiAD,C24,25.068119891008173,93.33123953098827,12.620027434842248,97.0076169749728
wroiAD,C25,22.22222222222222,93.2982640715413,12.620027434842248,96.4961915125136
wroiAD,MEAN,21.902632454652537,93.30748603476462,12.883401920438958,96.34341675734494
wroiAD,SD,2.1081948447560417,0.1042389545008343,1.6249596309051728,0.4404330275970136
