region,group,sens,esp,ppv,npv
wroiAD,C1,0,100,NA,95.70521221897368
wroiAD,C2,0,100,NA,96.12864200020164
wroiAD,C3,0,100,NA,95.50357898981751
wroiAD,C4,0,100,NA,95.55398729710657
wroiAD,C5,0,100,NA,95.4632523439863
wroiAD,C6,0,100,NA,95.80602883355176
wroiAD,C7,0,100,NA,96.02782538562356
wroiAD,C8,0,100,NA,95.90684544812986
wroiAD,C9,0,100,NA,96.04798870853917
wroiAD,C10,0,100,NA,95.50357898981751
wroiAD,C11,0,100,NA,95.42292569815505
wroiAD,C12,0,100,NA,95.88668212521424
wroiAD,C13,0,100,NA,94.76761770339752
wroiAD,C14,0,100,NA,94.59622945861477
wroiAD,C15,0,100,NA,95.59431394293779
wroiAD,C16,0,100,NA,96.24962193769532
wroiAD,C17,0,100,NA,96.52182679705615
wroiAD,C18,0,100,NA,95.13055751587862
wroiAD,C19,0,100,NA,96.05807036999697
wroiAD,C20,0,100,NA,95.34227240649258
wroiAD,C21,0,100,NA,96.07823369291259
wroiAD,C22,0,100,NA,95.08014920858957
wroiAD,C23,0,100,NA,95.13055751587862
wroiAD,C24,0,100,NA,96.30003024498437
wroiAD,C25,0,100,NA,95.82619215646739
wroiAD,MEAN,0,100,NA,95.66528883960076
wroiAD,SD,0,0,NA,0.48246903675369573
