region,group,sens,esp,ppv,npv
wroiAD,C1,8.450704225352112,95.74423259243653,8.181818181818182,95.88564194535289
wroiAD,C2,15.625,96.01468274777137,13.636363636363635,96.58191792383163
wroiAD,C3,14.349775784753364,96.03082444843238,14.545454545454545,95.97003903365334
wroiAD,C4,9.750566893424036,95.81135260603503,9.772727272727273,95.80124485705244
wroiAD,C5,11.777777777777777,95.91297919526878,12.045454545454545,95.81179449308999
wroiAD,C6,8.413461538461538,95.73818794065032,7.954545454545454,95.98058866969089
wroiAD,C7,8.883248730964468,95.74803149606299,7.954545454545454,96.21268066251714
wroiAD,C8,15.517241379310345,96.0370019972669,14.318181818181818,96.38147483911806
wroiAD,C9,11.989795918367346,95.87488191455861,10.681818181818182,96.36037556704294
wroiAD,C10,14.349775784753364,96.03082444843238,14.545454545454545,95.97003903365334
wroiAD,C11,11.013215859030836,95.8795562599049,11.363636363636363,95.73794704082708
wroiAD,C12,14.460784313725492,95.99411208074861,13.40909090909091,96.31817702289271
wroiAD,C13,12.716763005780345,96.02127659574468,15,95.2210148749868
wroiAD,C14,10.634328358208956,95.91814984546521,12.954545454545455,94.94672433801034
wroiAD,C15,10.526315789473683,95.84475848977009,10.454545454545453,95.87509230931532
wroiAD,C16,12.634408602150538,95.88352361998534,10.681818181818182,96.57136828779407
wroiAD,C17,11.304347826086957,95.81157301023605,8.863636363636363,96.77181137250764
wroiAD,C18,9.937888198757763,95.84569732937686,10.909090909090908,95.41090832366284
wroiAD,C19,12.531969309462914,95.896305625524775,11.136363636363637,96.39202447515561
wroiAD,C20,12.121212121212121,95.93951570265412,12.727272727272727,95.71684776875198
wroiAD,C21,12.082262210796916,95.87618048268625,10.681818181818182,96.39202447515561
wroiAD,C22,10.450819672131148,95.87530484572156,11.59090909090909,95.38980905158772
wroiAD,C23,12.836438923395447,95.99406528189911,14.09090909090909,95.55860322818863
wroiAD,C24,16.076294277929154,96.01130653266333,13.40909090909091,96.75071210043254
wroiAD,C25,13.526570048309178,95.96002104155707,12.727272727272727,96.2232302985547
wroiAD,MEAN,12.078438661984633,95.90777384523413,11.745454545454546,96.00928367971305
wroiAD,SD,2.1961530839349868,0.09417087792508042,2.1498206088271044,0.47811620926857806
