region,group,sens,esp,ppv,npv
w32,C1,0,99.81690570643882,0,99.11120088879912
w32,C2,0,99.81737012987013,0,99.36370063629937
w32,C3,0,99.81698017285206,0,99.15160084839914
w32,C4,0,99.81662591687042,0,98.95970104029897
w32,C5,0,99.81634527089072,0,98.8082011917988
w32,C6,0,99.8167565916726,0,99.03040096959903
w32,C7,0,99.81703598292336,0,99.18190081809918
w32,C8,0,99.81711034342612,0,99.22230077769922
w32,C9,0,99.81666327154205,0,98.97990102009898
w32,C10,0,99.81681253816406,0,99.06070093929907
w32,C11,0,99.81655116184264,0,98.91930108069892
w32,C12,0,99.81705457871735,0,99.1920008079992
w32,C13,0,99.81621400857668,0,98.73750126249874
w32,C14,0,99.81683117940369,0,99.07080092919907
w32,C15,0,99.81729598051157,0,99.32330067669932
w32,C16,0,99.81748124112755,0,99.42430057569942
w32,C17,0,99.81740718198418,0,99.38390061609938
w32,C18,0,99.81634527089072,0,98.8082011917988
w32,C19,0,99.8172403289674,0,99.2930007069993
w32,C20,0,99.8167565916726,0,99.03040096959903
w32,C21,0,99.81703598292336,0,99.18190081809918
w32,C22,0,99.81649505556122,0,98.88900111099889
w32,C23,0,99.81684981684981,0,99.08090091909908
w32,C24,0,99.81727743376308,0,99.3132006867993
w32,C25,0,99.81686845050362,0,99.09100090899909
w32,MEAN,0,99.81689240751783,0,99.1043328956671
w32,SD,0,3.476835682251854e-4,0,0.18847421898384042
